timeStamp robotPosx robotPosz handx,handy handz canx cany canz cokex cokey cokez trash_box_redx trash_box_redy trash_box_redz trash_box_greenx trash_box_greeny trash_box_greenz trash_box_bluex trash_box_bluey trash_box_bluez Can_S Cok_S trash_box_red_S trash_box_green_S trash_box_blue_S 
0.021231 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
0.321799 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
0.502604 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
0.656012 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
0.792744 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
0.943231 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
1.09319 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
1.2464 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
1.39237 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
1.54235 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
1.69459 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
1.84566 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
1.99464 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
2.14368 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
2.29425 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
2.44408 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
2.59247 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
2.73226 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
2.88329 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
3.02353 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
3.17244 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
3.32361 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
3.47394 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
3.61307 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
3.75276 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
3.90226 100 60 -100 107 39 -100 -40 54.25 50 40 59.15 50 140 41.35 -180 260 41.35 -180 20 41.35 -180 0 0 0 0 0
